label,n_basis,best_val_loss,median_nls,pct_nonlinear_gt_0.1,pct_inactive_le_0.01,fpca_top4_min_pct,fpca_top4_mean_pct,closed_form_coverage_r2_ge_0.99_pct,closed_form_mean_r2,n_edge_functions
grid2,5,0.28813915997743605,0.29163655808946654,88.2118507667824,0.4586678964120371,99.92591738700867,99.92684920628867,97.0,0.9973779911958528,884736
grid2_randinit,5,,0.27253046603876463,88.7176513671875,0.5180076316550926,99.92642402648926,99.92664357026419,65.0,0.9825756318826578,884736
grid5,8,0.3116731399297714,0.6386765700665971,99.92766203703704,0.006781684027777778,90.99904894828796,91.76018933455148,18.666666666666668,0.9562910466092622,884736
grid5_randinit,8,,0.6676304318473226,99.95580602575231,0.005990487557870371,91.46034121513367,91.49804015954336,4.0,0.8863967028244792,884736
grid10,13,1.1150978076457978,0.7600355225336238,99.99864366319444,0.0,72.30204343795776,76.065061489741,3.3333333333333335,0.9102028953512041,884736
grid10_randinit,13,,0.8419008165386925,100.0,0.0,64.47173357009888,64.64558839797974,0.0,0.6748013995711583,884736
grid20,23,3.881132097244263,0.8247645181758556,99.99943485966435,0.0,59.41072702407837,62.48472233613332,0.0,0.803663775029096,884736
grid20_randinit,23,,0.9224321014916723,100.0,0.0,37.155112624168396,37.217339376608535,0.0,0.4054688831578017,884736
