label,n_basis,best_val_loss,median_nls,pct_nonlinear_gt_0.1,pct_inactive_le_0.01,fpca_top4_min_pct,fpca_top4_mean_pct,closed_form_coverage_r2_ge_0.99_pct,closed_form_mean_r2,n_edge_functions
grid10_long,13,0.37146435797214505,0.7486143292421046,99.9969482421875,0.0,75.30759572982788,79.51454420884451,13.333333333333334,0.9492552793075169,884736
grid20_long,23,3.0247628688812256,0.8024386108079333,99.99898274739584,0.0,62.309545278549194,67.35988159974417,1.0,0.8975261229825522,884736
